model_name,n_links,success_rate,avg_pos_error,avg_rot_error,avg_path_length,avg_energy,avg_manipulability,task,num_runs
CMA-ES Best (wallMount),2,50.0,0.07722430537992626,1.1044920085660557,1.8689629722630037,39.6758033374645,0.0,wallMount,20
Baseline_FANUC,6,0.0,0.04372529388886133,1.6358788626427845,inf,inf,0.1254537916889999,wallMount,20
Baseline_PANDA,7,37.5,0.023204934382183524,1.7290169609334725,2.9760971484616805,306870.5393482022,0.19481484564734228,wallMount,20
